"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101"
1,-0.307210401868797,-0.941619152261338,-0.247104651990244,-0.234780844177513,-0.271839016427695,-0.56146648537422,0.00913419319984958,-0.299186372306858,-0.186093892478096,0.296207054562835,-0.123397281649388,-0.477180476171593,-0.639608870813148,-0.487400989118075,-0.775332749499207,-0.457683141668172,-0.490001240235103,-0.436020576588721,-0.474721919225088,0.229162506962706,-0.890252245964394,-0.610318472971398,-0.360517559405537,-0.431113082934964,0.01959375167638,-0.0291620841977789,-0.234816281392227,-0.463251396608563,-0.431549215917915,-0.323780260987262,-0.575052662472019,-0.323126900317814,-0.433518427915054,-0.266511690654497,0.148515531166134,-0.225902776041624,-0.97207840555231,-0.59808401927144,-0.830182648093814,-0.431611534833351,-0.421029262634161,-0.622941863853023,-0.436983360388791,-0.698110677422249,0.0123276912358675,0.104121899975846,0.0829030064506876,-0.458468905206757,0.228961888204991,-1.13620711389117,0.0420085196606051,-0.211612559715126,-0.530958725978784,-0.103147576446231,-0.461012187117437,-0.307813166640385,-0.0495065440793754,-0.189520804329086,0.289212376063959,-1.06755672355328,-0.251025383741341,-0.100781035860833,-0.671306580437791,-0.32127233728543,0.286838651096696,-0.116121891300726,-0.352083070498513,-0.203842704905737,-0.44948144367281,0.0249895817002023,-0.66035479419494,-0.385367591783423,-0.60523922318415,-0.50778115795944,-0.336991745888762,-0.706969135459196,-0.705622522873628,-0.490026362755379,-0.665278466876356,-0.58781339125189,-0.163733424496267,-0.805649629991732,-0.329164147248394,-0.234006025350166,-0.311321875697818,0.302998950717657,-0.376726926911624,-0.122828759255506,-0.331095321063707,-0.58600325965049,-0.460474248315276,-0.62870050286944,-0.232102650912666,-0.531504913576036,-0.253669748828598,-0.0458291533505141,-0.467697235097504,-0.129524480011129,-0.275318697498077,-0.673053942903262
2,-0.277753805643373,0.165882740833499,-0.336924525818072,-0.0106300614791472,0.0828176950908359,-0.124097610232595,0.245514797361647,-0.442885784599318,-1.02203768808999,0.104509493734327,-0.0564323666177405,0.00531171618662014,-0.946217194982641,0.034276926157356,-0.229183491515284,-0.467526452125661,-0.871236021761596,0.0837964916829696,-0.443652375953539,-0.192274829927847,0.0395442898572225,-0.550960074654862,0.0357087837065147,-0.385852152278297,-0.33613529206757,0.566080945331002,-0.147412057005077,-0.186930525629127,-0.232858092522356,0.0325666875057195,-0.0294728090050383,-0.329241098900783,-0.311381301885796,0.342490937525932,-0.216573017976399,-0.44453296737002,-0.434541643723699,-0.587918437483733,-0.706183023890429,-0.295551615170975,0.102564524632926,-0.222955845972981,-0.198958011750539,-0.160688669563942,-0.29545244378166,0.0471990238673826,-0.273926124151797,-0.145284640762696,0.199429548510796,-0.646167573711825,-0.322454367144214,-0.335473456416533,-0.00792598602951783,-0.297545185743815,-0.0261909577325787,-0.404221950112674,0.0197844327497167,-0.531929967570613,-0.197943845910528,-0.577628279952702,-0.190151234500715,0.234104372876413,-0.211826411501308,-0.50910525658474,0.451489932553042,-0.223724896685582,-0.000987734070047292,-0.0466628683851961,-0.3478712454035,-0.138531706204634,-0.549093521266229,-0.173040530653562,0.162091316406327,-0.584759099921029,-0.309172459250383,-0.257629204075215,-0.385663037395583,0.186638879940384,-0.278975840376859,0.114388157511707,0.084183042231336,-0.324887417922644,-0.944506678423463,-0.179343459968251,0.528378652937073,0.826888365602959,-0.231374135602191,-0.306505884879248,-0.215015241390643,-0.387976632273395,-0.241813632604409,0.289441737376229,-0.0248048151079137,0.167253736126579,-0.282175497605961,-0.198216403032516,-0.0734101909917382,-0.106757044079386,0.0799758348033596,-0.584981466048499
3,0.375494327346415,0.246874577472174,0.0729645622912482,0.182861920524158,0.0330160360748286,-0.611441328107077,-0.294000064204771,-0.599342137314042,-0.134192415613075,-0.320094165825453,-0.276184376688305,-0.41431048102603,-0.663580582354794,0.0454589600931635,-0.373681430499131,-0.419912973256844,-0.293364927385205,-0.1715209675011,-0.0511935134292612,0.193404158302422,-0.0995457865677875,0.336987194049345,-0.255389085400019,-0.529201948002424,-0.15773654966987,0.757623597419102,-0.409861076703508,-0.47694075705286,-0.0425667435413242,0.252325908321667,0.00901249698304819,-0.164286557599584,-0.19253987811255,0.312416243066084,-0.305283642404121,-0.590966118875925,0.0754317577718049,-0.710082441981862,-0.184326879994583,-0.314844007227606,-0.442106243653404,-0.130517514798185,-0.199185503379267,-0.277665518223076,-0.438633687595223,-0.20524333692435,0.290629854004424,-0.578435131883585,0.273806973249733,-0.766116311731147,-0.0851098519352218,-0.393916355708227,-0.589325846535106,-0.143733375390128,0.449745118504927,-0.727872604588788,-0.472418981611241,-0.757230700988535,-0.17864326451158,-0.323620549914106,-0.294845569222735,-0.323559939616533,-0.336122207931603,-0.132830536017337,0.379969899665705,-0.552933123507288,-0.0582065590982644,-0.376187044723977,-0.378825325881247,-0.266516798493278,-0.818564373644234,-0.119708994341143,-0.464940182086255,-0.262623148580069,0.182243420368536,-0.11997898042191,-0.101164513190633,0.0898599811808325,-0.192694974150359,-0.0254401061311671,-0.318365462254768,-0.191469329864453,0.0927966925937318,-0.358656978053817,0.342574797151287,0.0775555738761478,0.0470845746000858,-0.253254496621239,-0.299074763660213,-0.0982949665826036,-0.0999964412156784,0.034364771297358,-0.174596832456885,-0.16824659424836,-0.642933665936471,-0.610358526803968,-0.469963387906687,0.210926538164835,-0.527949904182619,-0.613276533881144
4,-0.365784556764301,-0.697697967355125,-0.0700432097101599,-0.383564787336433,0.100761809151668,-0.466860908148009,-0.125270056940112,-0.428235504201663,-0.476870128871361,0.260022407919222,0.451878130890246,-0.287693461439393,-0.453597063197804,-0.322766461038019,-0.606304497965694,-0.788099682982348,-0.600947286934927,-0.493306489252631,0.213907921870665,0.312100285040959,-0.0681204681931311,0.0622743816148359,-0.259279495058737,0.0471754245206322,-0.40001274921772,-0.407534102749871,0.0200244637312142,-0.399229359986248,-0.294044173724423,-0.463415375397654,0.0491572623623596,-0.0832993415468338,-0.0172470105645621,-0.403005150686067,-0.572555683893791,-0.0384265993571963,0.50290086691062,-0.72548955132932,0.0461775566968586,-0.612276663009126,-0.260082367784779,-0.43003974813392,-0.333441683202559,-0.429993917146284,-0.0785148562340546,-0.298728998254952,0.0717986046580372,-0.580799801632675,-0.344796286926641,0.122991226492755,-0.377214777484496,-0.0189589175152169,-0.54999753287906,-0.438795518098959,0.238153246238105,-0.190716759495,-0.529783990215325,-0.203447354200423,0.131827567545691,-0.312134876697114,0.154436308416744,-0.351167031540559,-0.871263737590112,-0.332087848257575,-0.0574329437095851,-0.364979565555956,-0.623282120180044,-0.211953883490028,-0.64969771852983,-0.294178572868076,-0.318460413891581,-0.312401521486719,-0.0966101308118589,-0.307299156474138,-0.560159316529617,-0.2447237824861,-0.0391942780816133,-0.135766059805719,-0.362721899853162,-0.731447852991564,0.152855434844951,-0.158556736930583,-0.466709989556074,-0.0600075352224844,-0.115110672431675,-0.132126288624436,-0.274033183772168,-0.67392415971301,-0.561849743735872,-0.346352214163765,0.0168434988472906,-0.935038186150037,-0.616194037559073,-0.154258830032848,-0.260058421995598,-0.140599077275831,-0.296710681362986,-0.3339899152413,-0.388242495134716,-0.278270427501503
5,-0.151811184902354,-0.0250495796315472,-0.170874475311346,-0.55191587922197,0.0524315846331038,-0.249906876163556,0.120692194307669,-0.485534842303631,-0.291773903590909,-0.821138287374424,0.443492737022776,0.123653023525633,-0.29023580893557,-0.950818167987761,-0.175177527668024,-0.524831749805617,-0.52907470735311,-0.183633824938197,-0.286586477690799,-0.315970489389801,-0.572037462978772,-0.412400674910555,-0.523262218690555,-0.0894864478617788,-0.460344233544267,-0.0898883783087647,-0.68977846263418,-0.341249966941871,-0.613760260395317,-0.229946473953775,-0.0398352183285409,-0.319764811531121,-0.0371406152126041,-0.819582368463676,-0.129467806618773,-1.09397182172871,-0.343452799531194,-0.0534904033610367,-0.671901148211823,-0.71410524412851,-0.177903443438843,-0.131896818053307,-0.0461421378059984,-0.159698286135729,-0.159884306187635,-0.514175238413653,0.00820251817597322,-0.239285925105297,-0.241811501550404,-0.636587721293613,-0.419525972186752,0.00131512480503936,-0.599803571926071,0.19764650937113,0.0563764911146972,0.348634540285393,-0.212546101428627,0.0758749707460808,0.0618518761009815,-0.571459947858418,0.135661818913002,-0.196139092341683,-0.0687754470374432,-0.493558496166985,-0.0859771936945975,-0.275707270148812,-0.378314618556085,-0.165843685647238,-0.322117667058341,0.300635457314547,-0.342721433986383,-0.599067185896122,0.0207626633568529,-0.573044427095402,-0.204577239740454,-0.340593222497846,-0.536686440540832,0.0350334875896689,-0.179153227807997,-0.135109170135825,-0.217700109227989,-0.0679477364339902,-0.141295525625039,0.204231146909883,-0.780506089657534,-0.103194507413453,-0.136277206235448,-0.811265651109173,0.151649937071793,-0.571168486397114,-0.111820104893451,-0.235547379201495,-0.557850534029505,0.279188992735761,0.0589496393616869,-0.208828856465191,-0.413509110504337,-0.352255679926886,-0.871553357257682,-0.28885823463856
6,-0.326024473029474,-0.526380384938065,-0.344158634105377,-0.527789758504534,0.349043277446168,-0.476878773002896,0.327792296730315,-0.356934913854179,-0.173528350063562,-0.219242698482524,0.528036739591399,0.069926417291927,-0.372128973925737,-0.336400504258461,-0.412833783853298,0.0556208228493513,0.264954270793153,0.277919935635344,0.0278278842057934,0.109441756373753,-0.672019316203884,0.382265988077187,-0.506131210295798,0.0458749638386021,-0.117568475286368,0.136976471450522,0.00308869808433765,0.416566014064143,-0.141612897898111,-0.00931396434732941,0.102123023060963,-0.281215383617315,0.19483897139604,0.124001216824459,-0.346987970619273,-0.436834728422398,-0.280856920283541,-0.20540658877225,0.361075296487128,-0.147371456059983,0.272701617665956,0.0541568837598657,-0.128681706143358,0.0498577478988969,0.384234098122445,0.128142411847881,-0.192517177233056,0.085532221002661,0.250723160371004,-0.236273412499915,0.101801960447967,0.230698555370693,0.138369189345126,0.0302919900376547,0.0875867360259029,-0.269453458858171,-0.0525372885089719,0.405042446769128,-0.282011985590557,-0.047639718535967,-0.145042991438064,0.168751638727707,-0.105420895214368,0.138964407420903,0.16102680682052,-0.274428840797903,0.171970770375608,-0.282593862729263,-0.266691933614824,0.128587750304299,0.214212011782088,-0.357422805522955,-0.390017138798669,-0.80282512909208,-0.685572119722966,0.335639393160792,-0.27163090747703,-0.17825080061439,-0.0628139965148206,-0.516185817775764,-0.0887686846914228,0.364103500927577,-0.302620066812598,0.454031422585636,0.0834439634148313,0.279052388038299,-0.756395324592988,-0.333114691961512,-0.376765870180551,-0.435918462347375,-0.185710112545807,0.289653166567468,-0.0276262551139949,0.158000804062127,-0.160308421369645,0.352782301231449,0.0933653399764517,0.161819038539748,-0.432004553294027,-0.130723858302002
7,-0.0968767643079238,0.164272056444739,0.212037389415573,-0.014858110891224,0.414885358083288,-0.411729685478168,0.387486487858773,0.107352383866703,-0.212243627974107,0.483809572351547,0.148692105687043,0.0185165121205809,0.165950908795591,0.252805848136142,0.0409700343512431,0.792884370432668,0.356542200309187,0.176761392889912,0.314137004067598,0.329864169217811,-0.261250081020619,-0.0311788677782815,-0.0703714545826198,-0.366700174153589,0.0871043461647317,0.125961173914116,0.246526318234213,0.494313764808608,0.560247920158298,0.418919394136503,0.4386844629727,-0.506711282787401,0.768260935817084,-0.0671350892445263,-0.147202954858562,-0.0610515105773174,0.331105433476295,0.149493893173402,0.0549157359438565,0.0473032767140118,-0.0448845238561803,-0.200213504623492,0.152278586745142,0.139437226583432,0.0210439735116802,0.063871379445764,-0.207806526533449,0.102196975178769,0.421525506242588,-0.290952742236682,-0.207854703147862,0.183971706950125,0.786311178487691,-0.187933968564205,0.14378491727376,0.302739928557523,0.605877479689551,-0.0599939792649193,0.11574485585625,0.308553459272161,-0.183931164854066,0.00204495696065057,0.364703385434812,0.225875243084348,-0.110701180346474,0.262959723644583,0.224133236582313,0.0696736893985588,0.333632405393948,0.213671617475578,0.456896498003809,-0.114900693573165,-0.251090164586218,-0.0581986930516265,0.411154340768359,0.2974873307793,0.176592149350455,0.0884227869822275,-0.0161723052874433,-0.00104759037835432,0.204442859828337,0.666770947931296,-0.355378347338623,0.163877394076093,0.214152134234417,0.0606521008170458,-0.354160491983992,0.00241168401112065,0.12798256759438,-0.000843953350806452,0.334668002418668,0.00446229811494403,0.0208692567785066,0.417127410591371,0.00822244328131483,0.137626007679885,0.181852363471089,0.255353088488251,-0.886439970583807,-0.0910553856078426
8,-0.200077792505729,0.153628237131809,-0.215227390072685,-0.110857866443614,0.756032828444394,0.013848371744893,0.320687763594118,-0.225714268466036,0.104933974111941,0.483764150491314,0.0264768325707622,-0.43807346592456,-0.28062726792692,-0.0755449718159589,-0.0282330011502276,-0.106249061707964,-0.0516917896771881,-0.48166475414341,0.187882274246077,0.209412521130672,-0.141523032389569,0.205246164663217,-0.135973695402656,-0.491369268685423,-0.335774125871361,0.599029899751986,-0.472757032544271,0.312507225589419,0.00364128218904365,0.293146477877881,-0.278513849186973,-0.17085020910048,0.207921749243296,0.0256194629269661,-0.624281202274928,0.29247663743001,-0.157576888547246,-0.329379717402892,-0.135567428676375,0.133396933461548,-0.0873331336697713,-0.124374440063237,-0.0107657094146632,0.119400863982571,-0.025466012543426,-0.0894449147750643,-0.158364855189708,-0.0773292849663964,0.509596801752712,-0.0545096110175624,-0.116970199915458,0.294331492975698,0.643407853299436,0.13776259491739,0.350387754721049,0.47459070896054,0.231239769681498,0.24577872613574,-0.117559649789026,-0.0321156383739116,-0.186181594636479,0.0404001132837152,0.341322049510957,-0.373957828545612,-0.0529813660558886,-0.00750123735391229,0.173285990658423,-0.0630787342119442,0.266854482347577,0.039750351980894,0.584150520449174,-0.0194346807939949,-0.139195868789031,-0.474058123772939,0.476195868163112,0.346770785955772,-0.08215724881845,-0.157972849261776,-0.116630517528546,-0.210503730420959,-0.0767377391582607,0.202264807678631,-0.144101953914462,0.137434681071768,-0.167350844149868,-0.129371566099068,0.141907877214708,-0.219062873218431,0.384734160790612,-0.17528397359852,0.543567884257374,0.274824864743528,-0.225203410839591,0.271139711180974,-0.116060075706956,-0.251936043470798,-0.00285755412581963,0.474699053250854,-0.998782754478692,-0.0428679866889228
9,-0.440612999851045,-0.488588228663749,0.00256532673214507,0.0111061167487457,0.299905150494373,-0.218397115094616,0.065840832614021,0.581534504634751,-0.364459264146295,-0.306507385808409,-0.407254840881276,0.265324632405988,-0.459741651457007,0.312033466981353,0.0444920608520384,-0.261139317830877,-0.28529947993334,-0.686492984135025,-0.402333247961123,0.37485118496435,-0.084719644064048,0.162228926344876,0.166778554456333,-0.824156953132884,-0.392456753922081,0.577010401942521,-0.0127339492664231,0.431760212551278,-0.0512417705794682,0.540495370411714,-0.141566551555826,-0.423722041698571,-0.214700667512945,-0.222641838248469,-0.502091019933253,-0.531592431729001,0.0649577128031771,-0.246026918098566,0.104985051672351,-0.419754414821741,-0.146462852139507,0.0708289118253581,-0.504672588397837,-0.106214853097779,-0.343231510200869,0.0615231820497695,-0.412301917504426,-0.135247997161214,0.274632703528534,0.0529458438579904,0.0437949296244827,0.357853399388025,-0.135545292349705,0.0576269656284984,0.280719670198056,-0.280361199490609,0.0753274405931028,0.00558874522100476,-0.453118818759079,-0.0888446268823222,-0.206828863338954,-0.134977443556656,-0.0376182885271203,-0.364684883261434,0.228935414895977,-0.0711485056274566,-0.018536861413837,0.0621955334883406,0.12180559381347,0.339467048078129,-0.324340228348249,-0.367835102263764,-0.576806065834859,-0.213561029659257,-0.218744202140966,-0.0966744255650872,-0.798274571062729,-0.013289163024521,-0.311704286112328,-0.199584969742483,-0.0543173381302896,0.317230661464336,-0.731166271526644,0.159525446537529,0.000674080203135812,-0.191492243541427,-0.106437065443524,0.0126717720704748,-0.0267173803835085,-0.128113656836511,0.220772991306271,0.13714491351304,0.00632934608413048,0.501598267833493,0.285666778121004,-0.330530530852517,0.0180340372916588,-0.551108827396382,-0.630800389362409,-0.244570735594044
10,-0.00272638021214474,-0.151641097407481,0.0749060477452703,0.203145051471575,0.564774429936254,0.274713790610359,0.194583681591933,-0.254909379036341,-0.0748917969369792,-0.467558455961141,-0.0732466607318137,0.398567269631584,0.0695626421919427,0.213218636100386,-0.191187673476651,0.0986362235242483,-0.350599122212095,0.0670995007545763,0.220189301996105,-0.10578082543138,-0.253463601573481,-0.145319712124469,-0.22362440241582,-0.945557775482443,-0.204925051945848,0.0619861600477866,-0.0143575270683869,0.369133955050892,-0.0784702977825993,0.110311077762904,0.116403276535589,0.214187089696165,0.18377232533613,0.0760399488796522,0.173793956967648,0.0319492847526438,0.0320866085982631,0.044359226201217,-0.0305863367391728,-0.233355604690237,0.102281642731824,-0.200762014062509,-0.215664875032981,-0.181384988837581,-0.293354498627903,0.766039323844288,0.0268606629931234,-0.131769699218437,-0.25736764101272,-0.319884089827395,-0.362534467404852,0.63010854848463,0.0759071626222123,0.225855020600212,0.0323597852012344,-0.425129570073875,-0.059402377095048,-0.045927642447176,-0.195762819275473,-0.186764511180043,-0.1066915712939,0.107030396912969,0.191250218289472,-0.153413953142686,1.0539736733579,0.166430569535867,0.500147921994601,-0.282195752498047,-0.141807418638376,0.302554964871476,-0.358479213770165,-0.0677616075530845,0.0612599512623151,0.223748543130214,0.0513014630932747,-0.0218007852598616,-0.33442401647602,0.14822154017849,0.0428065923783226,0.165205277647724,-0.177154400162348,0.277441952492005,-0.972152862386913,-0.119187048594117,-0.0684636856798702,0.133932732557214,0.0589502459406378,0.320985693066842,0.358875142230849,-0.444589330727848,0.202245796305713,-0.144978803713212,-0.507233791476194,0.354773820390445,0.11505700382934,-0.100494985590944,-0.148428973141534,-0.393555258362801,-0.134947261339969,-0.047823240009233
