# Archive/proxy
#	Ice core
#--------------------
# Contribution Date
#	Date: 2012-03-13 18:12:58
#--------------------
# Title
#	Study Name: NGRIP1  Ice core d18O
#--------------------
#	Investigators: 
#--------------------
# Description and Notes
#--------------------
# Publication
#	Citation: Vinther, B. M. and Clausen, H. B. and Johnsen, S. J. and Rasmussen, S. O. and Andersen, K. K. and Buchardt, S. L. and Dahl-Jensen, D. and Seierstad, I. K. and Siggaard-Andersen, M.-L. and Steffensen, J. P. and Svensson, A. and Olsen, J. and Heinemeier, J.
#	Journal Name: Journal of Geophysical Research
#	Published Title: A synchronized dating of three Greenland ice cores throughout the Holocene
#	Published Date: 2006
#	DOI: 200610.1029/2005JD006921
#	Abstract: 
#----------------------
#	Science Keywords: PAGES 2k Network, PAGES Arctic 2k, Arctic 2k, temperature, annual resolution
#-------------------- 
# Site Name
#	Region: Greenland
#	Country: 
#	Northmost Latitude: 75.1
# 	Southmost Latitude: 75.1
# 	Eastmost Longitute: -42.32
# 	Westmost Longitute: -42.32
# 	Elevation: 2917
#------------------
# Data Collection  
#	Core Name: NGRIP1
#	First Year: 0
#	Last Year: 1995
#	Time Unit: AD
#------------------
#  Searchable Controlled Keywords
#	>ice core>oxygen isotopes>delta 18O per mille 
#----------------
# Variables 
#	age_AD	Age (years AD)
#	d18OiceSMOW	delta18O ice (per mil SMOW)
# 
age_AD	d18OiceSMOW
1609	-34.43
1608	-34.1
1607	-36.39
1606	-35.77
1605	-34.11
1604	-33.19
1603	-34.07
1602	-38.35
1601	-35.13
1600	-34.47
1599	-35.94
1598	-37.09
1597	-36.22
1596	-35.2
1595	-35.28
1594	-36.65
1593	-35.83
1592	-35.87
1591	-35.8
1590	-36.44
1589	-35.33
1588	-35.13
1587	-33.51
1586	-33.95
1585	-34.24
1584	-37.9
1583	-37.51
1582	-36
1581	-35.56
1580	-35.62
1579	-34.26
1578	-35.08
1577	-35.27
1576	-36.57
1575	-34.21
1574	-33
1573	-33.43
1572	-34.45
1571	-36.22
1570	-34.96
1569	-34.7
1568	-37.31
1567	-36.19
1566	-35.43
1565	-34.54
1564	-35.87
1563	-36.8
1562	-34.73
1561	-33.67
1560	-34.28
1559	-34.88
1558	-38.64
1557	-36.58
1556	-35.85
1555	-36.55
1554	-36.49
1553	-34.73
1552	-35.43
1551	-34.79
1550	-35.48
1549	-34.91
1548	-34.52
1547	-37.02
1546	-37.86
1545	-35.66
1544	-35.63
1543	-35.76
1542	-32.28
1541	-33.28
1540	-36.75
1539	-36.43
1538	-36.67
1537	-35.97
1536	-35.86
1535	-37.19
1534	-36.36
1533	-36.4
1532	-34.77
1531	-34.21
1530	-34.94
1529	-36.04
1528	-35.2
1527	-36.45
1526	-36.68
1525	-35.63
1524	-35
1523	-35.99
1522	-35.38
1521	-34.83
1520	-36.43
1519	-36.76
1518	-36.31
1517	-35.13
1516	-35.46
1515	-33.78
1514	-33.09
1513	-34.04
1512	-35.05
1511	-34.87
1510	-34.82
1509	-34.96
1508	-34.01
1507	-33.09
1506	-34.56
1505	-35.93
1504	-35.08
1503	-35.49
1502	-36.11
1501	-35.91
1500	-34.51
1499	-34.27
1498	-35.89
1497	-36.11
1496	-36.16
1495	-35.24
1494	-34.58
1493	-35.78
1492	-35.19
1491	-35.69
1490	-35.74
1489	-32.77
1488	-33.63
1487	-35.12
1486	-34.84
1485	-34.62
1484	-34.83
1483	-35.39
1482	-36.52
1481	-35.11
1480	-35.39
1479	-34.81
1478	-35.34
1477	-35.87
1476	-35.85
1475	-36.55
1474	-35.09
1473	-35.17
1472	-36.02
1471	-37.39
1470	-37.83
1469	-35.62
1468	-36.04
1467	-36.75
1466	-36.15
1465	-34.55
1464	-34.47
1463	-35.8
1462	-36.83
1461	-36.09
1460	-35.48
1459	-34.85
1458	-36.33
1457	-34.39
1456	-31.37
1455	-35.3
1454	-36.61
1453	-34.4
1452	-33.14
1451	-35.04
1450	-35.35
1449	-35.82
1448	-36.46
1447	-35.81
1446	-35.82
1445	-36.25
1444	-35.04
1443	-35.31
1442	-34.93
1441	-36.4
1440	-34.38
1439	-33.33
1438	-35.11
1437	-36.02
1436	-35.02
1435	-35.13
1434	-36.63
1433	-37.11
1432	-35.17
1431	-32.58
1430	-34.29
1429	-35.89
1428	-35.52
1427	-36.88
1426	-36.64
1425	-33.41
1424	-34.17
1423	-34.5
1422	-34.34
1421	-34.43
1420	-34.12
1419	-35.56
1418	-33.26
1417	-34.71
1416	-36.62
1415	-35.92
1414	-34.78
1413	-33.9
1412	-34.42
1411	-35.09
1410	-35.19
1409	-34.4
1408	-35.6
1407	-36.46
1406	-35.86
1405	-36.01
1404	-35.88
1403	-35.39
1402	-35.83
1401	-35.41
1400	-31.76
1399	-34.5
1398	-35.62
1397	-35.01
1396	-35.31
1395	-35.11
1394	-34.98
1393	-35.18
1392	-34.53
1391	-35.07
1390	-34.89
1389	-34.6
1388	-35.97
1387	-35.86
1386	-36.66
1385	-37
1384	-37.58
1383	-36.06
1382	-35.5
1381	-36.09
1380	-35.61
1379	-36.23
1378	-37.42
1377	-36.21
1376	-33.56
1375	-34.08
1374	-33.99
1373	-34.22
1372	-34.59
1371	-35.67
1370	-35.11
1369	-34.22
1368	-33.5
1367	-35.31
1366	-34.57
1365	-35.55
1364	-36.8
1363	-36.15
1362	-33.7
1361	-33.47
1360	-33.33
1359	-35.54
1358	-37.28
1357	-35.29
1356	-36.89
1355	-37.73
1354	-36.91
1353	-35.69
1352	-35.18
1351	-33.7
1350	-34.37
1349	-36.27
1348	-34.82
1347	-34.57
1346	-35.13
1345	-34.72
1344	-32.95
1343	-34.99
1342	-33.48
1341	-34.38
1340	-35.62
1339	-36.69
1338	-35.58
1337	-35.87
1336	-36.93
1335	-37.7
1334	-38.25
1333	-37.34
1332	-36.38
1331	-37.75
1330	-37.46
1329	-36.5
1328	-37.09
1327	-35.31
1326	-35
1325	-36.52
1324	-36
1323	-34.67
1322	-35.53
1321	-35.32
1320	-36.06
1319	-36.4
1318	-35.95
1317	-36.91
1316	-35.67
1315	-34.94
1314	-34.31
1313	-34.7
1312	-34.11
1311	-35
1310	-35.17
1309	-34.76
1308	-34.02
1307	-35.18
1306	-36.29
1305	-35
1304	-34.44
1303	-34.93
1302	-33.52
1301	-35.02
1300	-35.16
1299	-33.94
1298	-33.97
1297	-34.9
1296	-36.7
1295	-36.65
1294	-36.19
1293	-36.65
1292	-36.18
1291	-34.43
1290	-33.55
1289	-35.6
1288	-35.04
1287	-35.46
1286	-35.08
1285	-35.61
1284	-35.86
1283	-35.22
1282	-34.44
1281	-34.68
1280	-34.35
1279	-34.75
1278	-35.18
1277	-34.43
1276	-35.81
1275	-34.32
1274	-34.62
1273	-35.15
1272	-37.23
1271	-37.59
1270	-35.52
1269	-33.39
1268	-35.96
1267	-35.84
1266	-35.96
1265	-38.28
1264	-36.36
1263	-34.8
1262	-34.56
1261	-34.91
1260	-35.98
1259	-35.5
1258	-35.93
1257	-36.73
1256	-36.25
1255	-37.11
1254	-35.81
1253	-34.38
1252	-34.89
1251	-35.85
1250	-33.82
1249	-36.02
1248	-36.82
1247	-35.57
1246	-35.56
1245	-36.32
1244	-36.19
1243	-36
1242	-37.48
1241	-34.76
1240	-32.45
1239	-34.09
1238	-34.96
1237	-35.6
1236	-35.52
1235	-35.79
1234	-36.73
1233	-34.97
1232	-35.49
1231	-36.51
1230	-35.6
1229	-35.3
1228	-34.77
1227	-35.59
1226	-34.68
1225	-35.18
1224	-35.11
1223	-34.77
1222	-34.66
1221	-36.21
1220	-36.4
1219	-35.2
1218	-36.11
1217	-33.98
1216	-34.65
1215	-34.7
1214	-35.7
1213	-37.05
1212	-35.61
1211	-34.35
1210	-35.47
1209	-35.62
1208	-34.99
1207	-34.06
1206	-33.38
1205	-34.35
1204	-34.49
1203	-35.56
1202	-36.15
1201	-35.88
1200	-36.61
1199	-36.28
1198	-35.47
1197	-34.89
1196	-36.22
1195	-37.51
1194	-35.91
1193	-34.52
1192	-36.26
1191	-35.24
1190	-35.98
1189	-35.73
1188	-35.32
1187	-36.28
1186	-36.24
1185	-34.81
1184	-34.2
1183	-37.45
1182	-37.35
1181	-35.72
1180	-35.31
1179	-36.16
1178	-35
1177	-35.4
1176	-34.18
1175	-34.49
1174	-35.69
1173	-36.22
1172	-36.93
1171	-34.68
1170	-35.02
1169	-34.29
1168	-35.07
1167	-36.34
1166	-36.5
1165	-35.48
1164	-33.47
1163	-32.81
1162	-35.71
1161	-37.78
1160	-36.67
1159	-36.98
1158	-36.34
1157	-36.51
1156	-38.35
1155	-37.05
1154	-35.53
1153	-34.72
1152	-35.76
1151	-36.72
1150	-34.2
1149	-36.25
1148	-35.3
1147	-35.71
1146	-36.73
1145	-36.24
1144	-34.38
1143	-34.06
1142	-33.9
1141	-33.9
1140	-35.24
1139	-35.91
1138	-35.84
1137	-35.58
1136	-35.97
1135	-37.3
1134	-36.13
1133	-35.68
1132	-36.1
1131	-35.27
1130	-36.42
1129	-36.02
1128	-34.91
1127	-33.75
1126	-34.41
1125	-33.4
1124	-32.68
1123	-36.11
1122	-34.91
1121	-35.05
1120	-36.85
1119	-35.78
1118	-35.09
1117	-34.54
1116	-35.37
1115	-35.46
1114	-36.13
1113	-37.59
1112	-36.14
1111	-35.33
1110	-36.16
1109	-35.91
1108	-36.47
1107	-37.39
1106	-34.94
1105	-33.66
1104	-34.54
1103	-34.85
1102	-35.86
1101	-36.8
1100	-35.01
1099	-34.67
1098	-35.18
1097	-36.76
1096	-33.74
1095	-34.5
1094	-36.14
1093	-34.6
1092	-34.41
1091	-36.78
1090	-35.51
1089	-34.81
1088	-34.79
1087	-37.25
1086	-35.42
1085	-34.66
1084	-33.99
1083	-35.8
1082	-34.78
1081	-33.28
1080	-35.78
1079	-36.38
1078	-36.17
1077	-36.7
1076	-35.34
1075	-34.38
1074	-35.15
1073	-35.28
1072	-34.56
1071	-36.06
1070	-35.38
1069	-34.83
1068	-34.67
1067	-34.58
1066	-34.91
1065	-35.26
1064	-36.32
1063	-36.13
1062	-35.96
1061	-36.23
1060	-35.62
1059	-35.06
1058	-36.49
1057	-35.67
1056	-35.72
1055	-35.66
1054	-34.79
1053	-34.3
1052	-35.48
1051	-37.38
1050	-37.26
1049	-35.91
1048	-35.11
1047	-34.25
1046	-35.8
1045	-35.13
1044	-34.12
1043	-34.14
1042	-34.72
1041	-36.99
1040	-38.42
1039	-35.76
1038	-34.28
1037	-35.5
1036	-35.06
1035	-36.08
1034	-37.82
1033	-35.2
1032	-35.16
1031	-36.09
1030	-35.93
1029	-36.21
1028	-36.49
1027	-35.34
1026	-34.36
1025	-34.24
1024	-36.55
1023	-37.97
1022	-36.7
1021	-38.03
1020	-35.97
1019	-34.88
1018	-34.43
1017	-35.16
1016	-34.51
1015	-36.08
1014	-38.18
1013	-35.75
1012	-34.94
1011	-35.7
1010	-34.49
1009	-34.26
1008	-35.62
1007	-35.47
1006	-34.92
1005	-33.03
1004	-33.31
1003	-35.7
1002	-36.7
1001	-33.77
1000	-33.56
999	-32.88
998	-34.18
997	-38.09
996	-38.52
995	-35.84
994	-35.79
993	-35.46
992	-35.08
991	-35.9
990	-35.9
989	-36.03
988	-34.46
987	-33.19
986	-34.12
985	-35.5
984	-36.28
983	-35.57
982	-34.12
981	-34.61
980	-35.12
979	-34.97
978	-33.76
977	-32.65
976	-34.13
975	-36.85
974	-35.97
973	-35.27
972	-35.63
971	-36.46
970	-35.55
969	-35.38
968	-35.29
967	-36.02
966	-36.24
965	-35.31
964	-34.85
963	-35.76
962	-33.95
961	-33.19
960	-33.84
959	-34.46
958	-35.13
957	-34.63
956	-34.83
955	-35.38
954	-34.8
953	-33.38
952	-34.02
951	-36.31
950	-34.8
949	-34.91
948	-36.76
947	-35.34
946	-34.97
945	-34.13
944	-34.53
943	-36.55
942	-34.59
941	-34.89
940	-35.63
939	-33.59
938	-33.4
937	-33.85
936	-35.44
935	-34.65
934	-33.62
933	-33.95
932	-33.69
931	-34.91
930	-35.27
929	-34.36
928	-34.16
927	-34.54
926	-34.58
925	-36.15
924	-37.51
923	-38.85
922	-37.47
921	-35.43
920	-35.52
919	-34.36
918	-35.06
917	-35.59
916	-36.97
915	-37.01
914	-36.22
913	-34.72
912	-35.14
911	-35.32
910	-33.59
909	-35.38
908	-35.13
907	-34.91
906	-35.28
905	-36.24
904	-37.09
903	-36.6
902	-36.71
901	-34.52
900	-34.77
899	-35.51
898	-35.42
897	-36.5
896	-35.15
895	-35.88
894	-36.21
893	-36.89
892	-34.96
891	-33.95
890	-35.07
889	-35.34
888	-35.95
887	-36.01
886	-35.55
885	-36.45
884	-36.04
883	-35.48
882	-35.5
881	-36.47
880	-37.15
879	-36.56
878	-36.9
877	-35.87
876	-35.75
875	-35.84
874	-35.57
873	-34.86
872	-35.1
871	-34.48
870	-35.78
869	-36.33
868	-36.24
867	-35.55
866	-33.46
865	-33.17
864	-33.52
863	-34.55
862	-36.73
861	-35.69
860	-34.94
859	-35.86
858	-35.85
857	-35.9
856	-33.62
855	-34.02
854	-37.18
853	-37.27
852	-36.45
851	-36.25
850	-36.14
849	-36.02
848	-36.2
847	-37.22
846	-35.6
845	-33.49
844	-36.72
843	-36.1
842	-37.08
841	-34.82
840	-34.2
839	-36.26
838	-33.63
837	-33.77
836	-36.98
835	-37.01
834	-35.87
833	-35.74
832	-35.66
831	-34.79
830	-36.55
829	-37.15
828	-34.48
827	-33.43
826	-35.02
825	-35.86
824	-37.33
823	-36.97
822	-35.1
821	-34.23
820	-34.32
819	-33.58
818	-32.27
817	-34.27
816	-34.77
815	-34.97
814	-35.4
813	-35.25
812	-36.25
811	-36.77
810	-38.19
809	-37.53
808	-35.22
807	-34.02
806	-33.74
805	-36.05
804	-35.35
803	-36.58
802	-36.45
801	-34.93
800	-37.12
799	-37.64
798	-36.36
797	-35.33
796	-34.05
795	-35.48
794	-35.96
793	-35.04
792	-34.67
791	-34.1
790	-35.82
789	-36.05
788	-35.94
787	-34.89
786	-35.37
785	-35.04
784	-34.83
783	-35.21
782	-35.93
781	-35.49
780	-35.13
779	-34.77
778	-36.51
777	-36.55
776	-35.27
775	-35.37
774	-34.67
773	-34.36
772	-34.1
771	-34.81
770	-34.65
769	-33.72
768	-36.07
767	-35.63
766	-35.75
765	-36.67
764	-35.59
763	-35.01
762	-36.5
761	-36.2
760	-34.3
759	-34.47
758	-34.57
757	-36.61
756	-35.53
755	-37.02
754	-35.71
753	-35.6
752	-37.24
751	-35.23
750	-35.56
749	-34.62
748	-34.63
747	-35.27
746	-34.82
745	-34.22
744	-33.89
743	-34.7
742	-34.32
741	-34.02
740	-35.24
739	-36.66
738	-37.32
737	-36.87
736	-35.44
735	-36.23
734	-35.27
733	-35.04
732	-35.07
731	-33.3
730	-34.3
729	-34.5
728	-34.41
727	-33.5
726	-35.81
725	-35.97
724	-35.52
723	-36.16
722	-36.23
721	-36.1
720	-35.69
719	-34
718	-34.32
717	-36.88
716	-34.9
715	-34.03
714	-36.08
713	-36.29
712	-35.2
711	-35
710	-35.95
709	-35.89
708	-35.59
707	-34.73
706	-34.12
705	-36.04
704	-35.38
703	-35.24
702	-35.95
701	-35.3
700	-35.91
699	-36.66
698	-35.17
697	-34.92
696	-34.64
695	-36.01
694	-36.22
693	-35.73
692	-35.09
691	-34.47
690	-34.07
689	-35.18
688	-36.36
687	-36.18
686	-34.2
685	-34.9
684	-34.84
683	-34.88
682	-37.7
681	-34.6
680	-34.6
679	-37.64
678	-37.06
677	-35.37
676	-36.93
675	-37.19
674	-36.94
673	-34.88
672	-34.79
671	-35.21
670	-34.59
669	-34.27
668	-34.93
667	-36.37
666	-34.89
665	-32.86
664	-33.87
663	-36.06
662	-34.24
661	-33.83
660	-32.94
659	-34.6
658	-34.45
657	-33.62
656	-34.78
655	-35.9
654	-34.84
653	-34.71
652	-34.47
651	-35.19
650	-33.85
649	-35.7
648	-36.96
647	-36.61
646	-33.91
645	-33.93
644	-34.69
643	-35.38
642	-35
641	-33.81
640	-32.8
639	-33.64
638	-36.11
637	-36.61
636	-36.36
635	-35.73
634	-35.38
633	-36.48
632	-34.69
631	-35.89
630	-35.44
629	-33.79
628	-35.64
627	-37.15
626	-35.28
625	-34.98
624	-34.82
623	-35.26
622	-35.75
621	-35.5
620	-35.25
619	-35.19
618	-34.08
617	-33.96
616	-36.8
615	-37.04
614	-35.1
613	-33.72
612	-35.55
611	-35.57
610	-34.79
609	-34.87
608	-35.5
607	-36.66
606	-34.17
605	-34.68
604	-35.42
603	-34.67
602	-35.55
601	-35.48
600	-36.8
599	-35.65
598	-34.43
597	-34.56
596	-34.23
595	-35.54
594	-35.5
593	-34.29
592	-33.68
591	-35.86
590	-35.83
589	-35.13
588	-35
587	-35.12
586	-35.63
585	-35.88
584	-36.57
583	-35.26
582	-34.23
581	-34.84
580	-34.95
579	-34.78
578	-34.21
577	-35.94
576	-36.79
575	-36.63
574	-35.04
573	-33.48
572	-32.9
571	-34.45
570	-36.6
569	-35.35
568	-35.67
567	-35.11
566	-35.82
565	-38.42
564	-37.01
563	-35.5
562	-34.32
561	-34.03
560	-34.56
559	-34.99
558	-33.19
557	-33.55
556	-34.43
555	-34.03
554	-34.58
553	-34.43
552	-34.87
551	-35.59
550	-32.85
549	-30.72
548	-32.56
547	-35.5
546	-36.1
545	-34.53
544	-34.78
543	-34.07
542	-35.39
541	-36.04
540	-36.53
539	-36.24
538	-36.77
537	-35.6
536	-34.51
535	-34.69
534	-35
533	-36.44
532	-36.97
531	-37.42
530	-38.05
529	-35.9
528	-35.18
527	-36
526	-34.88
525	-35.16
524	-35.09
523	-36.08
522	-36.35
521	-35.5
520	-34.35
519	-33.18
518	-34.14
517	-34.56
516	-33.92
515	-33.1
514	-35.12
513	-35.93
512	-36.96
511	-35.96
510	-35.44
509	-36.19
508	-35.02
507	-34.32
506	-36.25
505	-36.75
504	-35.86
503	-35.68
502	-36.18
501	-36
500	-36.08
499	-35.71
498	-36.09
497	-35.74
496	-34.99
495	-34.54
494	-34.1
493	-35.13
492	-36.02
491	-37.11
490	-34.83
489	-35.49
488	-37.4
487	-36.54
486	-35.46
485	-36.83
484	-35.91
483	-34.92
482	-35.6
481	-37.49
480	-36.61
479	-36.19
478	-34.32
477	-34.88
476	-36
475	-36.12
474	-36.49
473	-37.22
472	-36.73
471	-36.57
470	-35.24
469	-35.5
468	-35.39
467	-35.38
466	-33.12
465	-33.61
464	-34.37
463	-35.52
462	-34.58
461	-36.91
460	-35.24
459	-34.87
458	-35.99
457	-35.16
456	-35.59
455	-35.26
454	-33.5
453	-33.87
452	-35.5
451	-35.19
450	-34.69
449	-35.48
448	-35.8
447	-35
446	-34.45
445	-34.73
444	-36.16
443	-36.91
442	-36.63
441	-35.81
440	-36.5
439	-36.92
438	-36.26
437	-34.48
436	-35.42
435	-35.62
434	-36.18
433	-36.27
432	-35.12
431	-35.35
430	-35.62
429	-35.81
428	-36.08
427	-35.71
426	-37.49
425	-37.46
424	-36.41
423	-34.63
422	-35.33
421	-34.84
420	-35.44
419	-35.2
418	-34.45
417	-34.13
416	-34.08
415	-33.89
414	-35.79
413	-34.65
412	-33.18
411	-33.82
410	-34.34
409	-33.57
408	-34
407	-34.56
406	-34.25
405	-35.4
404	-34.93
403	-35.75
402	-34.97
401	-33.87
400	-34.77
399	-34.74
398	-35.7
397	-36.63
396	-36.52
395	-36.31
394	-34.69
393	-33.07
392	-34.59
391	-34.95
390	-34.55
389	-34.56
388	-34.91
387	-34.4
386	-34.06
385	-33.41
384	-34.31
383	-35.34
382	-34.12
381	-33.72
380	-32.82
379	-34.03
378	-35.33
377	-35.41
376	-34.52
375	-34.63
374	-35.19
373	-34.27
372	-32.69
371	-35.72
370	-35.27
369	-34.85
368	-35.01
367	-37.39
366	-35.29
365	-36.13
364	-36.72
363	-36.41
362	-35.45
361	-35.75
360	-34.73
359	-36.2
358	-37.11
357	-35.88
356	-35.43
355	-34.39
354	-34.21
353	-34.79
352	-35.72
351	-36.37
350	-36.1
349	-35.74
348	-34.71
347	-36.46
346	-36.66
345	-36.16
344	-35.52
343	-35.95
342	-35.92
341	-36.36
340	-37.44
339	-36.21
338	-34.81
337	-35.56
336	-36.17
335	-35.97
334	-36.26
