# Archive/proxy
#	Ice core
#--------------------
# Contribution Date
#	Date: 2012-03-13 18:14:11
#--------------------
# Title
#	Study Name: Dye-3  Ice core d18O
#--------------------
#	Investigators: 
#--------------------
# Description and Notes
#--------------------
# Publication
#	Citation: Vinther, B.M. and Jones, P.D. and Briffa, K.R. and Clausen, H.B. and Andersen, K.K. and Dahl-Jensen, D. and Johnsen, S.J.
#	Journal Name: Quaternary Science Reviews
#	Published Title: Climatic signals in multiple highly resolved stable isotope records from Greenland
#	Published Date: 2010
#	DOI: 10.1016/j.quascirev.2009.11.002
#	Abstract: 
#----------------------
#	Science Keywords: PAGES 2k Network, PAGES Arctic 2k, Arctic 2k, temperature, annual resolution
#-------------------- 
# Site Name
#	Region: Greenland
#	Country: 
#	Northmost Latitude: 65.18
# 	Southmost Latitude: 65.18
# 	Eastmost Longitute: -43.83
# 	Westmost Longitute: -43.83
# 	Elevation: 2480
#------------------
# Data Collection  
#	Core Name: Dye-3
#	First Year: 1
#	Last Year: 1979
#	Time Unit: AD
#------------------
#  Searchable Controlled Keywords
#	>ice core>oxygen isotopes>delta 18O per mille 
#----------------
# Variables 
#	age_AD	Age (years AD)
#	d18OiceSMOW	delta18O ice (per mil SMOW)
# 
age_AD	d18OiceSMOW
1460	-29.72
1459	-29.71
1458	-27.98
1457	-27.68
1456	-29.69
1455	-30.45
1454	-30.77
1453	-29.2
1452	-30.02
1451	-28.68
1450	-31.79
1449	-28.57
1448	-28.28
1447	-28.42
1446	-29.35
1445	-29.26
1444	-28.55
1443	-27.86
1442	-29.41
1441	-30.22
1440	-30.81
1439	-28
1438	-28.51
1437	-27.9
1436	-28.69
1435	-28.76
1434	-30.32
1433	-30.21
1432	-26.3
1431	-30.2
1430	-28.68
1429	-29.16
1428	-30.64
1427	-28.98
1426	-30.55
1425	-29.2
1424	-28.8
1423	-28.09
1422	-30.02
1421	-29.21
1420	-29.05
1419	-28.09
1418	-28.49
1417	-29.9
1416	-28.57
1415	-29.86
1414	-27.85
1413	-29.43
1412	-29.58
1411	-28.06
1410	-29.1
1409	-29.9
1408	-28.44
1407	-30.44
1406	-28.7
1405	-30.08
1404	-30.04
1403	-28.77
1402	-30.08
1401	-28.89
1400	-29.1
1399	-27.79
1398	-28.69
1397	-27.91
1396	-26.42
1395	-28.64
1394	-27.89
1393	-28.83
1392	-28.55
1391	-27.21
1390	-28.25
1389	-27.53
1388	-28.47
1387	-28.71
1386	-29.67
1385	-27.78
1384	-28.57
1383	-28.8
1382	-30.34
1381	-27.35
1380	-29.17
1379	-29.33
1378	-29.07
1377	-30.93
1376	-29.72
1375	-28.11
1374	-30.49
1373	-27.22
1372	-28.87
1371	-28.72
1370	-27.44
1369	-32.16
1368	-28.37
1367	-28.42
1366	-29.26
1365	-27.29
1364	-29.23
1363	-31.53
1362	-28.8
1361	-28.07
1360	-28.08
1359	-28.44
1358	-25.46
1357	-29.34
1356	-28.02
1355	-28.29
1354	-30.49
1353	-30.16
1352	-27.46
1351	-28.34
1350	-27.95
1349	-27.4
1348	-29.75
1347	-27.91
1346	-28.22
1345	-29.26
1344	-30.21
1343	-26.52
1342	-26.05
1341	-30.25
1340	-30.12
1339	-28.22
1338	-29.69
1337	-28.36
1336	-26.6
1335	-29.51
1334	-27.77
1333	-28.8
1332	-30.56
1331	-29.81
1330	-28.85
1329	-27.29
1328	-27.52
1327	-25.94
1326	-26.39
1325	-28.52
1324	-27.33
1323	-28.8
1322	-30.31
1321	-29.34
1320	-30.01
1319	-32.21
1318	-30.56
1317	-29.47
1316	-29.01
1315	-28.24
1314	-30.18
1313	-28.54
1312	-29.4
1311	-27.63
1310	-29.1
1309	-28.46
1308	-25.92
1307	-29.51
1306	-29.37
1305	-27.89
1304	-30.81
1303	-28.69
1302	-28.1
1301	-27.34
1300	-27.67
1299	-28.24
1298	-28.54
1297	-28.3
1296	-28.27
1295	-29.92
1294	-28.04
1293	-28.99
1292	-27.53
1291	-29.34
1290	-27.58
1289	-28.36
1288	-30.42
1287	-31.34
1286	-29.03
1285	-29.04
1284	-29.49
1283	-28.88
1282	-31.02
1281	-27.7
1280	-28.93
1279	-28.39
1278	-28.52
1277	-29.78
1276	-29.59
1275	-26.81
1274	-28.28
1273	-28.64
1272	-28.2
1271	-28.67
1270	-28.91
1269	-27.58
1268	-29.77
1267	-30.32
1266	-29.43
1265	-29.26
1264	-29.68
1263	-27.52
1262	-29.92
1261	-30.35
1260	-30.1
1259	-29.88
1258	-26.84
1257	-27.32
1256	-27.02
1255	-28.15
1254	-28.68
1253	-29.33
1252	-30.62
1251	-28.83
1250	-28.11
1249	-30.51
1248	-27.83
1247	-29.31
1246	-28.67
1245	-27.83
1244	-28.06
1243	-27.46
1242	-27.09
1241	-28.61
1240	-28.33
1239	-27.68
1238	-30.35
1237	-27.07
1236	-29.22
1235	-28.97
1234	-28.08
1233	-27.4
1232	-27.31
1231	-30.22
1230	-27.52
1229	-29.11
1228	-28.29
1227	-29.09
1226	-27.97
1225	-27.38
1224	-27.75
1223	-27.27
1222	-27.52
1221	-27.75
1220	-28.6
1219	-28.43
1218	-29.01
1217	-27.98
1216	-29.03
1215	-28.91
1214	-30.69
1213	-30.1
1212	-26.2
1211	-28.33
1210	-29.52
1209	-28.23
1208	-28.15
1207	-29.05
1206	-30.6
1205	-26.68
1204	-29.39
1203	-28.71
1202	-28.45
1201	-26.23
1200	-28.54
1199	-31.28
1198	-29.17
1197	-29.92
1196	-30.28
1195	-28.09
1194	-29.63
1193	-31.82
1192	-30.32
1191	-28
1190	-26.82
1189	-28.95
1188	-29.99
1187	-27.21
1186	-30.84
1185	-30.08
1184	-28.77
1183	-29.82
1182	-27.51
1181	-27.71
1180	-29.34
1179	-29.05
1178	-28.46
1177	-26.63
1176	-25.41
1175	-27.98
1174	-29.99
1173	-29.56
1172	-29.51
1171	-30.69
1170	-29.34
1169	-30.84
1168	-30.19
1167	-29.28
1166	-28.68
1165	-28.99
1164	-28.9
1163	-27.17
1162	-27.72
1161	-27.95
1160	-27.97
1159	-28.04
1158	-29.67
1157	-28.36
1156	-29.73
1155	-28.87
1154	-29.72
1153	-28.99
1152	-28.53
1151	-28.35
1150	-27.76
1149	-31.82
1148	-29.26
1147	-28
1146	-27.76
1145	-27.57
1144	-28.6
1143	-27.99
1142	-28.71
1141	-28.3
1140	-29.22
1139	-27.4
1138	-27.19
1137	-27.22
1136	-29.39
1135	-30.1
1134	-28.18
1133	-28.63
1132	-27.83
1131	-28.15
1130	-27.65
1129	-29.32
1128	-28.49
1127	-27.18
1126	-29.6
1125	-25.9
1124	-27.63
1123	-28.78
1122	-27.5
1121	-29.58
1120	-28.83
1119	-28.94
1118	-29.75
1117	-27.77
1116	-28.75
1115	-28.81
1114	-29.24
1113	-29.63
1112	-28.16
1111	-28.73
1110	-29.14
1109	-27.46
1108	-29.83
1107	-29.46
1106	-29.16
1105	-30.22
1104	-28.07
1103	-28.74
1102	-27.06
1101	-29.58
1100	-29.36
1099	-29.12
1098	-28.3
1097	-28.93
1096	-30.3
1095	-28.62
1094	-26.16
1093	-28.74
1092	-28.5
1091	-29.4
1090	-28.03
1089	-27.46
1088	-27.67
1087	-27.96
1086	-29.49
1085	-29.39
1084	-29.11
1083	-29.87
1082	-27.89
1081	-26.7
1080	-28.36
1079	-29.21
1078	-29.33
1077	-30.08
1076	-30.32
1075	-29.08
1074	-30.37
1073	-28.03
1072	-28.49
1071	-28.32
1070	-29.94
1069	-27.71
1068	-28.86
1067	-28.23
1066	-27.8
1065	-27.7
1064	-27.73
1063	-27.47
1062	-28.68
1061	-27.56
1060	-28.57
1059	-30.39
1058	-30.04
1057	-27.26
1056	-28.01
1055	-27.54
1054	-29.37
1053	-26.98
1052	-29.02
1051	-29.39
1050	-29.28
1049	-28.37
1048	-29.31
1047	-27.78
1046	-28.43
1045	-30.09
1044	-27.93
1043	-27.24
1042	-28.73
1041	-29.06
1040	-30.05
1039	-28.44
1038	-28.14
1037	-27.67
1036	-26.38
1035	-27.87
1034	-28.63
1033	-27.24
1032	-28.17
1031	-29.8
1030	-28.06
1029	-27.92
1028	-29.07
1027	-27.48
1026	-28.29
1025	-27.6
1024	-28.01
1023	-30.01
1022	-29.9
1021	-27.99
1020	-28.18
1019	-27.93
1018	-26.56
1017	-29.05
1016	-28.94
1015	-28.02
1014	-30.35
1013	-29.41
1012	-26.95
1011	-30.07
1010	-28.28
1009	-27.86
1008	-28.49
1007	-28.4
1006	-28.68
1005	-26.65
1004	-29.46
1003	-28.27
1002	-25.41
1001	-30.77
1000	-27.85
999	-28.97
998	-27.65
997	-29.17
996	-27.64
995	-27.84
994	-29.7
993	-28.44
992	-26.96
991	-27.37
990	-28.4
989	-26.96
988	-28.55
987	-27.5
986	-28.4
985	-27.01
984	-30.59
983	-28.41
982	-28.93
981	-28.85
980	-29.65
979	-29.53
978	-27.66
977	-28.42
976	-30.07
975	-29.67
974	-27.95
973	-30.6
972	-29.15
971	-28.21
970	-27.75
969	-27.51
968	-29.02
967	-27.87
966	-30.79
965	-28.58
964	-27.33
963	-27.29
962	-27.4
961	-27.67
960	-28.79
959	-29.34
958	-28.06
957	-26.81
956	-26.55
955	-28.25
954	-29.29
953	-27.95
952	-28.48
951	-29.57
950	-28.89
949	-28.75
948	-29.43
947	-28.94
946	-26.55
945	-29.87
944	-29.49
943	-27.92
942	-28.07
941	-29.04
940	-29.53
939	-28.12
938	-30.89
937	-30.41
936	-29.29
935	-26.32
934	-26.41
933	-27.06
932	-26.89
931	-29.58
930	-30.46
929	-28.78
928	-28.62
927	-29.16
926	-27.71
925	-27.3
924	-27.86
923	-29.55
922	-29.35
921	-27.63
920	-27.22
919	-27.35
918	-28.26
917	-29.82
916	-29.21
915	-27.79
914	-29.02
913	-28.3
912	-27.65
911	-26.3
910	-26.86
909	-29.54
908	-26.76
907	-29.53
906	-28.71
905	-30.32
904	-28.22
903	-28.96
902	-27.6
901	-26.8
900	-27.77
899	-28.39
898	-29.64
897	-28.64
896	-26.71
895	-29.88
894	-29.96
893	-30.35
892	-28.42
891	-28.81
890	-29.06
889	-29.05
888	-28.49
887	-27.33
886	-30.51
885	-27.7
884	-28.88
883	-30.22
882	-29.05
881	-28.82
880	-28.34
879	-28.51
878	-28.57
877	-27.99
876	-27.63
875	-29.16
874	-28.57
873	-25.57
872	-27.72
871	-29.35
870	-27.4
869	-29.66
868	-28.39
867	-28.93
866	-28.47
865	-28.01
864	-28.78
863	-28.35
862	-27.65
861	-28.41
860	-30.24
859	-28
858	-28.65
857	-29.62
856	-30.6
855	-28.74
854	-29.21
853	-28.26
852	-29.99
851	-28.59
850	-28.35
849	-30.15
848	-28.65
847	-29.07
846	-27.92
845	-29.6
844	-27.53
843	-29.93
842	-28.14
841	-28.33
840	-28.15
839	-28.24
838	-27.8
837	-29.12
836	-27.42
835	-28.51
834	-27.54
833	-29.05
832	-25.99
831	-30.1
830	-30.05
829	-29.17
828	-27.83
827	-28.51
826	-30.37
825	-27.59
824	-29.69
823	-28.65
822	-28.88
821	-30.17
820	-28.83
819	-29.21
818	-28.03
817	-27.57
816	-28.11
815	-28.3
814	-28.09
813	-26.69
812	-29.12
811	-29.76
810	-29.36
809	-26.11
808	-26.76
807	-28.16
806	-27.39
805	-27.73
804	-27.99
803	-29.95
802	-28.66
801	-27.47
800	-29.73
799	-28.9
798	-28.99
797	-28.71
796	-29.87
795	-28.81
794	-29.08
793	-27.23
792	-29.69
791	-27.77
790	-27.8
789	-28.39
788	-26.22
787	-27.93
786	-28.55
785	-27.79
784	-28.25
783	-29.37
782	-26.98
781	-28.82
780	-32.43
779	-30.58
778	-28.64
777	-29.44
776	-28.26
775	-28.29
774	-29.21
773	-27.39
772	-29.25
771	-30.1
770	-29.57
769	-29.89
768	-29.29
767	-29.24
766	-27.99
765	-28.83
764	-28.28
763	-28.53
762	-29.04
761	-29.61
760	-30.46
759	-26.84
758	-28.51
757	-29.4
756	-27.53
755	-27.66
754	-28.23
753	-28.46
752	-28.51
751	-26.2
750	-30.15
749	-27.74
748	-26.55
747	-28.04
746	-29.28
745	-27.77
744	-27.79
743	-29.04
742	-28.44
741	-26.53
740	-28.74
739	-29.43
738	-27.8
737	-28.29
736	-28.74
735	-28.18
734	-27.7
733	-30.75
732	-29.84
731	-28.02
730	-30.34
729	-28.41
728	-29.12
727	-27.78
726	-27.37
725	-28
724	-30.25
723	-28.49
722	-27.98
721	-29.33
720	-29.05
719	-28.68
718	-30.86
717	-31.24
716	-29.39
715	-29.58
714	-28.88
713	-27.37
712	-28.09
711	-27.81
710	-28.15
709	-28.01
708	-27.44
707	-29.29
706	-29.59
705	-27.12
704	-28.63
703	-28.08
702	-29.51
701	-27.89
700	-29.93
699	-29.87
698	-27.17
697	-28.73
696	-29.5
695	-28.91
694	-26.42
693	-28.66
692	-29.08
691	-27.84
690	-28.41
689	-28.95
688	-28.78
687	-29.24
686	-29.1
685	-28.6
684	-29.44
683	-30.41
682	-31.44
681	-29.23
680	-29.76
679	-30.76
678	-31.84
677	-27.42
676	-28.86
675	-28.79
674	-27.51
673	-28.09
672	-29.31
671	-28.96
670	-28.43
669	-28.36
668	-27.84
667	-29.29
666	-27.8
665	-26.02
664	-30.45
663	-28.89
662	-30.03
661	-28.54
660	-28.38
659	-29.86
658	-29.75
657	-28.17
656	-26.64
655	-27.81
654	-29.12
653	-27.37
652	-27.14
651	-30.25
650	-30.79
649	-30.04
648	-29.26
647	-30.42
646	-28.7
645	-27.52
644	-29.46
643	-27.7
642	-31.44
641	-30.04
640	-28.48
639	-28.48
638	-29.68
637	-30.39
636	-26.81
635	-28.51
634	-30.2
633	-29.2
632	-27.14
631	-29.52
630	-29.69
629	-29.74
628	-29.38
627	-27.68
626	-31.2
625	-27.76
624	-28.2
623	-27.19
622	-27.99
621	-29.55
620	-30.5
619	-30.33
618	-30.88
617	-28.49
616	-29.33
615	-28.35
614	-29.07
613	-31.51
612	-28.68
611	-28.79
610	-29.81
609	-29.85
608	-28.99
607	-29.49
606	-27.93
605	-27.29
604	-27.73
603	-29.09
602	-28.92
601	-28.6
600	-28.07
599	-28.73
598	-30.97
597	-27.56
596	-28.19
595	-27.4
594	-28.28
593	-26.65
592	-27.6
591	-30.2
590	-26.78
589	-30.58
588	-28.7
587	-29.57
586	-27.66
585	-28.91
584	-29.27
583	-27.54
582	-28.17
581	-27.52
580	-27.22
579	-28.1
578	-29.23
577	-28.16
576	-30.92
575	-31.89
574	-30.48
573	-28.57
572	-27.88
571	-29.46
570	-29.51
569	-27.71
568	-28.99
567	-28.75
566	-30.43
565	-28.59
564	-29.42
563	-29.19
562	-29.44
561	-28.72
560	-28.38
559	-27.52
558	-30.09
557	-29.39
556	-27.37
555	-26.36
554	-27.83
553	-26.59
552	-28.19
551	-28.08
550	-28.14
549	-30.19
548	-28.42
547	-30.18
546	-27.81
545	-28.29
544	-29.77
543	-27.89
542	-28.45
541	-28.96
540	-28.93
539	-28.37
538	-29.01
537	-29.09
536	-29.64
535	-29.5
534	-29.57
533	-29.38
532	-31.04
531	-29.64
530	-33.84
529	-28.86
528	-29.82
527	-27.79
526	-28.16
525	-25.96
524	-28.75
523	-29.72
522	-27.48
521	-28.19
520	-28.94
519	-28.96
518	-30.59
517	-29.5
516	-26.48
515	-28.48
514	-28.77
513	-26.37
512	-29.56
511	-29.1
510	-29.08
509	-28.85
508	-27.45
507	-28.87
506	-29.82
505	-28.97
504	-26.22
503	-28.47
502	-29.6
501	-29.96
500	-28.27
499	-28.19
498	-29.81
497	-28.43
496	-27.13
495	-29.78
494	-27.16
493	-31.72
492	-28.78
491	-27.79
490	-28.91
489	-29.29
488	-29.92
487	-27.55
486	-29
485	-29.52
484	-27.4
483	-27.75
482	-29.36
481	-29.94
480	-29.06
479	-27.75
478	-27.31
477	-30.2
476	-28.29
475	-28.73
474	-30.2
473	-29.35
472	-27.59
471	-27.95
470	-28.84
469	-29.73
468	-28.93
467	-28.88
466	-28.82
465	-28.24
464	-28.82
463	-28.68
462	-29.77
461	-27.15
460	-29.14
459	-29.27
458	-27.5
457	-26.36
456	-27.37
455	-26.43
454	-28.32
453	-28.87
452	-26.98
451	-28.66
450	-28.41
449	-28.56
448	-27.72
447	-29.01
446	-28.96
445	-28.33
444	-29.39
443	-27.54
442	-27.73
441	-28.74
440	-28.51
439	-27.93
438	-27.45
437	-28.04
436	-27.64
435	-28.87
434	-29.97
433	-28.13
432	-29.88
431	-28.95
430	-28.85
429	-29.44
428	-28.82
427	-28.79
426	-29.59
425	-28.08
424	-26.88
423	-27.46
422	-27.66
421	-27.73
420	-28.02
419	-28.64
418	-28.05
417	-27.59
416	-29.79
415	-28.46
414	-28.8
413	-27.43
412	-27.59
411	-27.85
410	-28.12
409	-29.24
408	-28.5
407	-29.3
406	-28.81
405	-28.31
404	-28.79
403	-27.4
402	-27.78
401	-26.45
400	-27.03
399	-28.18
398	-26.51
397	-30.36
396	-27.01
395	-29.53
394	-27.91
393	-28.6
392	-30.26
391	-30.8
390	-30.74
389	-29.16
388	-28.42
387	-28.26
386	-27.01
385	-28.75
384	-27.45
383	-29.74
382	-29.33
381	-26.95
380	-27.76
379	-29.55
378	-28.29
377	-28.41
376	-29.06
375	-27.01
374	-27.64
373	-29.31
372	-30.37
371	-29.53
370	-27.64
369	-29.17
368	-29.14
367	-27.75
366	-28.76
365	-27.53
364	-29.87
363	-28.77
362	-30.45
361	-26.83
360	-28.88
359	-29.32
358	-28.82
357	-28.23
356	-29.86
355	-28.82
354	-29.35
353	-28.77
352	-30.15
351	-30.13
350	-29.68
349	-27.53
348	-26.8
347	-29.05
346	-28.58
345	-29.99
344	-28.36
343	-28.96
342	-30.68
341	-28.78
340	-27.74
339	-27.09
338	-26.67
337	-28.67
336	-28.18
335	-28.84
334	-28.01
333	-26.9
332	-26.34
331	-27.82
330	-29
329	-30.29
328	-27.66
327	-26.08
326	-26.93
325	-29.65
324	-27.53
323	-31.08
322	-28.6
321	-29.23
320	-27.51
319	-30.64
318	-28.04
317	-28.71
316	-27.55
315	-28.1
314	-28.27
313	-29.06
312	-29.18
311	-28.05
310	-27.6
309	-27.66
308	-28.05
307	-31
306	-27.75
305	-29.67
304	-30.15
303	-30.41
302	-27.64
301	-28.91
300	-28.4
299	-26.28
