# Archive/proxy
#	Ice core
#--------------------
# Contribution Date
#	Date: 2012-03-13 18:14:11
#--------------------
# Title
#	Study Name: Dye-3  Ice core d18O
#--------------------
#	Investigators: 
#--------------------
# Description and Notes
#--------------------
# Publication
#	Citation: Vinther, B.M. and Jones, P.D. and Briffa, K.R. and Clausen, H.B. and Andersen, K.K. and Dahl-Jensen, D. and Johnsen, S.J.
#	Journal Name: Quaternary Science Reviews
#	Published Title: Climatic signals in multiple highly resolved stable isotope records from Greenland
#	Published Date: 2010
#	DOI: 10.1016/j.quascirev.2009.11.002
#	Abstract: 
#----------------------
#	Science Keywords: PAGES 2k Network, PAGES Arctic 2k, Arctic 2k, temperature, annual resolution
#-------------------- 
# Site Name
#	Region: Greenland
#	Country: 
#	Northmost Latitude: 65.18
# 	Southmost Latitude: 65.18
# 	Eastmost Longitute: -43.83
# 	Westmost Longitute: -43.83
# 	Elevation: 2480
#------------------
# Data Collection  
#	Core Name: Dye-3
#	First Year: 1
#	Last Year: 1979
#	Time Unit: AD
#------------------
#  Searchable Controlled Keywords
#	>ice core>oxygen isotopes>delta 18O per mille 
#----------------
# Variables 
#	age_AD	Age (years AD)
#	d18OiceSMOW	delta18O ice (per mil SMOW)
# 
age_AD	d18OiceSMOW
298	-30.2
297	-28.66
296	-28.01
295	-29.01
294	-30.11
293	-28.74
292	-26.12
291	-27.76
290	-27.89
289	-29.86
288	-28.62
287	-30.24
286	-28.91
285	-28.21
284	-25.99
283	-29
282	-26.68
281	-29.19
280	-28
279	-28.25
278	-27.58
277	-28.67
276	-28.94
275	-26.71
274	-29.08
273	-28.79
272	-28.1
271	-27.83
270	-27.08
269	-28.52
268	-28.9
267	-29.22
266	-29.33
265	-29.2
264	-28.89
263	-27.87
262	-28.17
261	-28.88
260	-30
259	-25.79
258	-25.89
257	-30.64
256	-29.1
255	-27.45
254	-27.44
253	-27.48
252	-25.57
251	-28.75
250	-27.62
249	-27.14
248	-27.97
247	-28.04
246	-29.05
245	-26.47
244	-26.88
243	-28.82
242	-31.33
241	-28.15
240	-29.68
239	-27.01
238	-29.18
237	-27.71
236	-28.1
235	-30.22
234	-28.31
233	-28.01
232	-28.86
231	-27.3
230	-28.19
229	-28.55
228	-30.15
227	-29.22
226	-28.72
225	-28.02
224	-29.39
223	-27.14
222	-27.2
221	-27.97
220	-27.22
219	-29.1
218	-30.49
217	-30.98
216	-28.47
215	-29.19
214	-29.4
213	-28.56
212	-28.14
211	-28.33
210	-27.78
209	-28.3
208	-29.03
207	-28.39
206	-27.35
205	-28.86
204	-27.52
203	-29.22
202	-28.29
201	-30.03
200	-29.12
199	-27.88
198	-28.16
197	-28.37
196	-29.22
195	-27.63
194	-27.45
193	-29.15
192	-30.6
191	-28.68
190	-28.09
189	-25.8
188	-29.58
187	-28.71
186	-29.01
185	-29.15
184	-29.26
183	-29.3
182	-29.05
181	-29.32
180	-28.01
179	-29.12
178	-28.51
177	-27.76
176	-27.07
175	-29.22
174	-29.48
173	-28.2
172	-28
171	-27.06
170	-29.21
169	-28.87
168	-27.62
167	-31.16
166	-29.33
165	-26.71
164	-29.2
163	-27.78
162	-27.55
161	-28.59
160	-29.32
159	-28.33
158	-28.86
157	-29.11
156	-28.38
155	-28.35
154	-28.27
153	-30.2
152	-29.07
151	-28.18
150	-28.87
149	-27.67
148	-25.75
147	-28.22
146	-28.73
145	-27.6
144	-29.03
143	-27.91
142	-28.76
141	-28.24
140	-25.82
139	-28.09
138	-28.95
137	-28.48
136	-28.64
135	-26.78
134	-27.13
133	-27.32
132	-28.85
131	-25.63
130	-29.05
129	-28.76
128	-28.8
127	-27.37
126	-28.3
125	-27.75
124	-27.9
123	-27.94
122	-26.17
121	-27.13
120	-28.02
119	-29.78
118	-27.9
117	-26.27
116	-28.52
115	-29.44
114	-30.03
113	-27.63
112	-29.54
111	-29.25
110	-27.02
109	-28.19
108	-27.76
107	-28.11
106	-28.77
105	-29.75
104	-28.92
103	-27.85
102	-26.81
101	-28.53
100	-28.39
99	-28.31
98	-27.27
97	-28.2
96	-29.39
95	-28.74
94	-27.32
93	-27.39
92	-30.01
91	-27.96
90	-27.52
89	-26.74
88	-28.09
87	-29.34
86	-28.03
85	-28.82
84	-29.08
83	-29.71
82	-27.77
81	-27.07
80	-27.09
79	-27.2
78	-29.85
77	-27.13
76	-29.45
75	-27.05
74	-26.67
73	-29.21
72	-26.19
71	-29.66
70	-27.44
69	-27.73
68	-28.7
67	-27.48
66	-28.07
65	-28.94
64	-27.17
63	-27.23
62	-27.24
61	-28.85
60	-27.16
59	-27.82
58	-28.28
57	-27.96
56	-28.38
55	-29.28
54	-30.04
53	-26.7
52	-28.8
51	-27.61
50	-28.73
49	-27.59
48	-29.45
47	-29.79
46	-28.14
45	-28.46
44	-27.31
43	-28.2
42	-25.9
41	-28.39
40	-27.97
39	-28.49
38	-29.43
37	-28.41
36	-30.62
35	-28.83
34	-26.62
33	-27.53
32	-28
31	-28.77
30	-29.71
29	-26.74
28	-28.3
27	-27.43
26	-29.38
25	-28.44
24	-28.14
23	-28.8
22	-27.38
21	-30.48
20	-28.15
19	-26.51
18	-26.62
17	-29.17
16	-28.22
15	-26.96
14	-28.46
13	-30.55
12	-28.45
11	-27.52
10	-26.22
9	-27.41
8	-27.96
7	-29.35
6	-28.8
5	-28.17
4	-27.77
3	-27.76
2	-28.34
1	-27.91
