PAGES ID,Arc_1,Arc_2,Arc_3,Arc_4,Arc_5,Arc_6,Arc_7,Arc_8,Arc_9,Arc_10,Arc_11,Arc_12,Arc_13,Arc_14,Arc_15,Arc_16,Arc_17,Arc_18,Arc_19,Arc_20,Arc_21,Arc_22,Arc_23,Arc_24,Arc_25,Arc_26,Arc_27,Arc_28,Arc_29,Arc_30,Arc_31,Arc_32,Arc_33,Arc_34,Arc_35,Arc_36,Arc_37,,Arc_38,,Arc_39,,Arc_40,,Arc_41,,Arc_42,,Arc_43,,Arc_44,,Arc_45,,Arc_46,,Arc_47,,Arc_48,,Arc_49,,Arc_50,,Arc_51,,Arc_52,,Arc_53,,Arc_54,,Arc_55,,Arc_56,,Arc_57,,Arc_58,,Arc_59,
993,0.033,1761,1739,0.02467,,,5.7,,,1618,-34.65,9.1,,0.56,12.3149,,,,657,0.50895705,0.8,0.382,0.03,,1.36,4294,,-36.32,,1.91,62.667,-35.46,-27.88,-36.65,-28.44,-35.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.717041801,2.8,9,5,,,-27.45,5
994,0.035,1321,915,0.02962,,,5.62,,,1739,-32.89,9,,0.56,15.4229,,,,1252,1.1905697,1.6,0.253,-0.08,,1.98,5035,,-37.33,,4.26,64.769,-35.79,-27.88,-37.55,-29.7,-37.92,,,10.9428,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,0.058,1735,2535,0.09115,,,5.88,,,3513,-33.18,9.88,,0.64,13.136,,,,854,0.67257668,0.8,0.265,-0.08,,0.96,4961,,-37.73,,2.54,55.179,-35.84,-27.82,-36.75,-27.84,-38.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,0.048,1314,1999,0.05685,,,5.74,,,2020,-34.77,9.11,,0.64,12.7261,,,,1089,0.51347852,1,0.162,-0.06,,0.52,4548,,-37.67,,2.28,52.684,-38.52,-27.8,-36.86,-27.64,-38.1,,,,,,,,,,,,,,,-29.51,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,0.149,586,1135,0.12799,,,6.06,,,937,-35.11,9.18,,0.66,15.3308,,,,1236,0.50441277,2.6,0.323,-0.1,,0.48,5077,,-37.32,,2.12,51.909,-38.09,-27.8,-38.48,-29.17,-39.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2583,25.3609657288,,,,,,,,,,
998,0.038,862,1808,0.09932,,,5.9,,,1557,-34.96,8.74,,0.53,15.0115,,,,1405,0.97245294,2.8,0.297,-0.09,,0.78,3287,,-36.77,,2.1,52.971,-34.18,-27.77,-36.22,-27.65,-37.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,5,,,-26.92,5
999,0.025,893,979,0.13899,,,5.87,,,1393,-36.07,8.87,,0.53,13.8527,,,,1379,0.80429826,0.5,0.265,0.06,,0.52,4088,,-36.56,,2.24,54.033,-32.88,-27.72,-34.02,-28.97,-38.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,0.109,645,1035,0.05515,,,5.2,,,1302,-35.96,10.42,,0.66,14.4045,,,,1642,0.63615015,0.6,0.364,0.22,,1.25,4206,,-36.81,,2.18,58.348,-33.56,-27.72,-35.38,-27.85,-38.88,,,,,11.1,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,0.03,1117,724,0.04674,,,4.74,,,1504,-34.5,8.78,,0.58,14.3885,,,,1294,0.37261382,0.5,0.268,-0.12,,0.47,5653,,-37.62,,3.02,55.478,-33.77,-27.72,-37.64,-30.77,-38.44,,,,,,,,,,,,,,,-28.94,5,,,,,,,22.7354,3.46209,,,,,,,,,,,,,1.158,9.8,,,,,,,,
1002,0.038,918,266,0.04889,,,5.12,,,694,-32.85,9.73,,0.86,14.7035,,,,1187,0.82253456,2.8,0.268,-0.19,,0.69,4465,,-37.21,,2.42,52.419,-36.7,-28.04,-38.57,-25.41,-37.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,0.045,446,436,0.02489,,,5.91,,,1112,-35.27,8.73,,0.69,13.0945,,,,1090,0.53614464,1.8,0.226,0.14,,0.56,5484,,-36.92,,2.11,55.548,-35.7,-28.24,-34.46,-28.27,-35.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,5,,,-25.97,5
1004,0.051,872,190,0.0933,,,5.99,,,978,-35.94,9.19,,0.89,13.4082,,,,1102,1.23119737,1.7,0.138,0.18,,0.63,5781,,-36.62,,2.51,52.045,-33.31,-28.24,-32.2,-29.46,-38.15,,,10.5756,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,0.053,1317,588,0.02699,,,5.68,,,1667,-37.3,8.78,,0.36,15.3438,,,,1016,0.49973682,9.2,0.238,-0.07,,1.15,6074,,-35.9,,2,67.526,-33.03,-28.24,-38.28,-26.65,-37.2,4.0525824164,30,,,,,,,,,,,,,,,-24.3009,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,0.053,1040,497,0.04677,,,6.18,,,1728,-35.01,9.17,,0.71,14.6733,,,,921,1.47658901,4.6,0.194,-0.17,,0.85,8468,,-36.09,,2.47,60,-34.92,-29.28,-35.46,-28.68,-33.48,,,,,,,,,,,,,,,-28.43,5,,,,,,,,,,,,,,,,,,,,,,,11.65048544,2.6,,,,,,
1007,0.051,1552,617,0.07108,,,6.09,,,1063,-32.84,9.03,,1.4,13.6652,,,,880,0.54070365,0.9,0.226,0.05,,0.69,5127,,-35.93,,2.16,57.526,-35.47,-29.38,-36.8,-28.4,-39.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,0.058,1098,1060,0.04983,,,6,,,1070,-35.52,7.41,,1.3,13.0685,,,,962,0.47253309,2.1,0.188,0.14,,0.58,3193,,-35.15,,3.26,57.75,-35.62,-29.38,-36.81,-28.49,-41.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,5,,,-27.4,5
1009,0.033,630,1006,0.04611,,,5.8,,,1349,-35.46,9.14,,1.07,12.1322,,,,824,1.01321934,5.1,0.147,-0.01,,0.56,4909,,-35.11,,2.38,52.556,-34.26,-29.12,-34.75,-27.86,-36.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.044,25,,,,,,,,,,,,
1010,0.035,1285,610,0.04133,,,4.3,,,872,-34.55,8.48,,1.52,12.3218,,,,918,0.6181242,2.9,0.326,-0.04,,1.01,4105,,-35.72,,2.68,54.9,-34.49,-28.29,-36.9,-28.28,-36.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.228,9.85,,,,,,,,
1011,0.028,1356,610,0.03768,,,4.39,,,918,-36.35,9.07,,1.14,13.7248,,,,701,0.57244167,0.5,0.17,0.08,,0.72,4233,,-36.24,,1.94,53.537,-35.7,-28.29,-37.29,-30.07,-37.92,,,,,,,,,,,,,,,-27.9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,0.025,1065,1058,0.02503,,,4.57,,,1322,-32.63,8.53,,0.81,13.4111,,,,686,1.48184649,1,0.259,0.14,,0.65,3412,,-36.38,,2.32,62.688,-34.94,-28.29,-38.19,-26.95,-41.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,0.038,1568,833,0.03507,,,4.71,,,1185,-33.37,8.33,,0.43,12.9499,,,,838,0.33617117,0.5,0.25,-0.07,,0.63,4498,,-36.9,,2.44,58.471,-35.75,-27.96,-33.99,-29.41,-36.89,,,,,,,,,,,,,,,,,,,,,7.114,4.69388,,,,,,,,,,,,,,,,,,,9.4,5,,,-27.95,5
1014,0.045,2234,1193,0.03043,,,5.14,,,1471,-34.47,8.44,,0.66,12.7417,,,,1406,0.40433112,2.4,0.132,0.2,,0.9,4263,,-37.4,,2.72,54.5,-38.18,-27.72,-37.49,-30.35,-40.36,,,10.4069,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,0.045,1423,1631,0.03028,,,5.4,,,1627,-36.49,8.22,,0.38,11.9683,,,,1044,0.60882486,1.3,0.147,0.1,,0.33,4995,,-36.83,,2.36,55.217,-36.08,-27.72,-34.64,-28.02,-35.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,19.14,,,,,,,,,,,,,,
1016,0.028,1109,1922,0.02233,,,5.56,,,1988,-34.36,8.39,,0.36,13.5802,,,,1084,1.44555252,1.3,0.165,-0.02,,0.35,4366,,-35.57,,2.42,50.323,-34.51,-27.72,-36.18,-28.94,-36.55,,,,,,,,,,,,,,,-28.08,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,0.026,1844,2170,0.02883,,,5.76,,,1639,-34.45,7.53,,0.53,12.5594,,,,686,1.06722315,2.8,0.235,0.22,,0.65,3581,,-34.96,,2.12,54.219,-35.16,-27.4,-38.34,-29.05,-38.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,0.02,1725,940,0.03588,,,6.26,,,591,-33.91,9.02,,0.79,13.0177,,,,1320,0.37726988,0.8,0.159,0.03,,0.44,4039,,-35.86,,2.42,54.286,-34.43,-27.38,-36.16,-26.56,-35.7,,,,,,,,,,,,,,,,,,,,,,,23.1395,3.4529,,,,,,,,,,,,,,,,,9.7,5,,,-27.25,5
1019,0.038,711,786,0.17902,,,5.09,,,1316,-34.31,9.37,,0.89,13.9763,,,,1420,1.51851245,0.5,0.135,-0.01,,0.49,3293,,-37.06,,2.04,53.103,-34.88,-27.38,-35.73,-27.93,-37.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.26625387,2.6,,,,,,
1020,0.038,1557,1552,0.04265,,,4.76,,,2296,-34.03,9.75,,0.97,13.3615,,,,1527,0.63581203,1.5,0.206,0.13,,0.42,3347,,-36.3,,2.1,51.043,-35.97,-27.47,-36.72,-28.18,-35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.068,9.85,,,,,,,,
1021,0.024,629,1422,0.05003,,,4.63,,,2130,-35.25,9.58,,1.02,13.3975,,,,902,0.8038553,12.1,0.21,0.2,,0.63,4004,,-35.9,,1.95,54.733,-38.03,-27.65,-37.6,-27.99,-36.59,,,,,,,13.96,49.66,,,,,,,-27.75,5,,,,,,,,,-7.00477211,29.35,,,,,,,,,,,,,,,,,,,,
1022,0.019,1027,1847,0.01411,,,4.9,,,1591,-33.9,9.52,,0.43,14.3255,,,,655,1.28101506,4.4,0.218,0,,1.14,4580,,-36.12,,2.2,56.962,-36.7,-27.65,-38.22,-29.9,-37.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,0.018,1231,1573,0.01719,,,5.49,,,1231,-35.07,8.85,,0.36,12.1629,,,,1053,0.7673628,1.5,0.153,0.18,,1.72,3814,,-36.4,,2.13,57.528,-37.97,-27.65,-35.38,-30.01,-38.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2618,27.0709991455,,,,,8.8,5,,,-28.25,5
1024,0.022,1064,1842,0.03743,,,4.32,,,1683,-35.24,8.19,,0.86,13.9883,,,,1231,0.87196477,1,0.238,0.3,,0.47,4290,,-36.48,,2.01,53.316,-36.55,-28.52,-39.08,-28.01,-38.58,,,10.2876,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,12.75,,
1025,0.043,842,451,0.05647,,,4.27,,,783,-34.78,10.19,,0.91,14.9107,,,,1479,1.2857135,2,0.197,0.15,,0.4,5464,,-36.8,,2.15,50.96,-34.24,-28.87,-38.3,-27.6,-35.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,0.027,662,1947,0.01902,,,4.4,,,1934,-36.51,8.94,,0.51,13.3119,,,,1643,1.69948111,0.6,0.253,0.09,,0.42,5851,,-37.55,,3.13,49.5,-34.36,-28.87,-36.72,-28.29,-37.49,,,,,,,,,11.8,4.380952381,,,-0.629,39.5,-27.38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,0.023,1523,1759,0.01474,,,4.34,,,2255,-36.25,9.4,,0.76,14.5592,,,,1671,0.54535938,0.7,0.397,0.15,,1.1,4446,,-36.92,,2.07,49.724,-35.34,-28.87,-37.35,-27.48,-40.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,0.053,1743,1472,0.01675,,,4.87,,,2178,-34.25,9.82,,0.51,11.65,,,,1381,0.5088889,0.1,0.188,-0.06,,0.67,5660,,-36.06,,2.16,53,-36.49,-28.86,-37.81,-29.07,-39.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,5,,,-27.41,5
1029,0.058,1023,1573,0.02918,,,5.65,,,1997,-35.81,9.08,,0.61,12.7659,,,,869,0.33606942,0.1,0.197,-0.01,,0.55,6243,,-34.95,,2.31,52.24,-36.21,-28.86,-39.14,-27.92,-39.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,0.03,1414,1318,0.02177,,,6.18,,,1670,-37.27,9.52,,0.48,15.2467,,,,784,0.26789234,1.2,0.229,0.17,,0.89,3932,,-35.14,,2.16,49.233,-35.93,-28.86,-34.62,-28.06,-38.39,,,,,10.9,13.75,,,,,,,,,,,-24.2004,25,,,,,,,,,,,15.5385,65,,,,,,,1.398,9.85,,,,,,,,
1031,0.038,1532,1419,0.04437,,,6.06,,,1457,-36.2,8.01,,0.61,14.8047,,,,909,0.49928675,0.4,0.232,-0.05,,0.33,4363,,-34.95,,2.36,51.277,-36.09,-28.83,-35.41,-29.8,-37.51,,,,,,,,,,,,,,,-27.62,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,0.028,1678,1109,0.14579,,,5.46,,,783,-34.2,8.87,,0.71,11.9084,,,,1168,1.19059583,0.4,0.215,-0.13,,0.67,3737,,-35.41,,2.61,53.263,-35.16,-28.81,-37.27,-28.17,-39.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,0.058,1580,1582,0.16546,,,5.8,,,2254,-35.23,9.01,,0.43,12.5661,,,,1818,0.40902998,0.7,0.176,0.11,,0.4,5142,,-36.43,,2.16,57.645,-35.2,-28.81,-37.53,-27.24,-37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.43243243,2.8,9.2,5,,,-26.97,5
1034,0.043,1469,1510,0.03253,,,5.41,,,2056,-36.48,9.84,,0.79,12.9417,,,,1483,0.44070688,1.2,0.218,0.17,,1.27,5732,,-36.8,,1.97,52.75,-37.82,-28.8,-37.81,-28.63,-38.05,,,10.4251,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.739,25,,,,,,,,,,,,
1035,0.028,694,1099,0.01918,,,5.13,,,2400,-34.6,9.14,,0.69,12.8919,,,,1048,0.29953098,2.7,0.168,0.24,,0.53,4155,,-36.5,,2.09,55.87,-36.08,-27.54,-37.69,-27.87,-36.9,3.7351665814,30,,,,,,,,,,,,,,,,,,,,,30.4784,3.442125,,,,,,,,,,,,,,,,,,,,,,
1036,0.043,752,843,0.03018,,,5.32,,,1695,-35.04,9.23,,0.76,14.5105,,,,1243,1.92069855,0.8,0.241,0.12,,0.42,5866,,-36.82,,2.25,56.75,-35.06,-27.54,-35.38,-26.38,-36.27,,,,,,,,,,,,,,,-28.63,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,0.048,1319,764,0.01699,,,5.15,,,1485,-36.49,10.88,,0.81,14.0822,,,,1114,1.84810658,0.3,0.197,-0.01,,0.65,4262,,-37.45,,2.17,64.684,-35.5,-27.54,-37.67,-27.67,-36.31,,,,,,,,,,,,,,,,,,,,,6.7832,4.69388,,,,,,,,,,,,,,,,,,,,,,,,
1038,0.028,689,1373,0.08045,,,5.55,,,1577,-35.03,9.48,,2.92,11.25,,,,645,2.47388053,2.5,0.397,-0.01,,0.53,4482,,-37.13,,2.04,63.429,-34.28,-28.17,-33.98,-28.14,-37.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,5,,,-27.06,5
1039,0.056,1197,1235,0.06518,,,5.36,,,1601,-33.29,9.27,,0.84,13.3378,,,,486,1.51925777,0.8,0.315,0.07,,1.13,3384,,-37,,2.09,67.667,-35.76,-28.86,-36.96,-28.44,-36.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,0.071,1300,981,0.02333,,,5.27,,,2108,-33.94,9.99,,1.22,13.5297,,,,678,1.19060698,1.2,0.25,0.05,,0.99,5149,,-36.53,,2.13,59.375,-38.42,-28.86,-37.01,-30.05,-37.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.208,9.9,,,,,,,,
1041,0.041,1137,1254,0.01654,,,5.25,,,1743,-35.02,8.44,,0.86,12.5172,,,,659,1.26365843,1.8,0.206,0.1,,1.12,4699,,-35.95,,2.32,68.667,-36.99,-28.86,-38.42,-29.06,-38.92,,,,,,,,,,,,,,,-28.28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,0.027,560,884,0.01759,,,5.43,,,1077,-36.43,8.37,,0.71,12.6065,,,,427,1.48284192,3.4,0.188,-0.03,,0.7,3565,,-36.82,,2.13,66.7,-34.72,-29.44,-35.55,-28.73,-38.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,0.033,702,1285,0.01506,,,6.12,,,1886,-35.81,8.53,,0.81,13.3678,,,,1084,0.93488065,0.5,0.223,0.17,,0.59,4791,,-37.78,,2.91,71.667,-34.14,-29.47,-31.62,-27.24,-35.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,5,,,-27.2,5
1044,0.043,677,1194,0.00801,,,4.58,,,1290,-34.36,8.84,,1.09,12.8492,,,,1161,1.16611813,0.6,0.276,0.13,,0.45,4536,,-37.27,,2.09,59.222,-34.12,-29.47,-36.2,-27.93,-35.91,,,10.4754,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,0.045,608,794,0.01616,,,4.41,,,668,-34.15,9.57,,0.64,12.0098,,,,1148,0.63049199,0.5,0.294,0.15,,0.8,2665,,-35.88,,1.9,62,-35.13,-29.41,-34.37,-30.09,-38.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,0.053,1033,1170,0.00814,,,4.54,,0.841,1282,-36,9.61,,0.69,11.7653,,,,1090,0.66209852,4.7,0.303,-0.02,,0.66,3525,,-35.51,,1.86,57.563,-35.8,-29.34,-38.68,-28.43,-37.97,,,,,,,,,,,,,,,-27.72,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,0.048,1053,757,0.00916,,,4.91,,0.581,753,-36.05,7.45,,0.53,12.7392,,,,794,1.00295063,1.8,0.241,-0.02,,1.05,4517,,-35.85,,2.02,56.591,-34.25,-29.34,-36.3,-27.78,-38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,0.038,1088,1202,0.03223,,,4.57,,1.064,1219,-34.71,10.77,,0.99,11.8211,,,,1039,1.10272398,1.8,0.291,0.15,,0.5,3395,,-36.44,,2.12,71.654,-35.11,-29.34,-34.11,-29.31,-37.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.13114754,3,8.8,5,,,-27.03,5
1049,0.301,726,1002,0.02599,,,5.42,,0.824,1063,-33.03,8.96,,1.52,12.1421,,,,842,0.57209467,3.4,0.262,0,,1.36,4780,,-37.19,,2.93,62.103,-35.91,-28.91,-37.49,-28.37,-34.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,0.066,1240,759,0.0684,,,5.14,,1.044,1439,-33.28,7.87,,0.81,12.4385,,,,733,0.63531735,2,0.262,0.17,,1.19,3755,,-37.33,,2.16,64.4,-37.26,-28.9,-35.59,-29.28,-36.75,,,,,,,,,,,,,,,,,,,,,,,,,-6.759698677,29.35,,,,,,,,,,,1.408,9.9,,,,,,,,
1051,0.061,556,271,0.1425,,,5.06,,1.088,579,-35.09,11.42,,0.84,12.493,,,,961,1.43856882,1.9,0.176,0.23,,1.54,4220,,-37.14,,2.19,72.85,-37.38,-28.9,-36.51,-29.39,-37.67,,,,,,,,,,,,,,,-28.03,5,,,,,,,,,,,,,,,,,,,8.3586,29.0553092957,,,,,,,,,,
1052,0.073,724,1108,0.01806,,,4.93,,1.429,1233,-36.3,9.53,,0.58,13.4804,,,,873,0.36257454,0.3,0.165,0.09,,1.36,3290,,-36.26,,1.95,64.65,-35.48,-28.73,-38.49,-29.02,-38.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,0.037,1005,1322,0.023,,,5.61,,1.356,1216,-34.44,8.52,,0.66,11.3889,,,,738,0.40409891,0.7,0.218,0.11,,1.19,6134,,-34.94,,1.92,66.68,-34.3,-28.56,-35.42,-26.98,-36.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,5,,,-27.53,5
1054,0.041,576,1076,0.02126,,,5.32,,0.718,994,-34.33,9.13,,0.61,11.4415,,,,1058,1.08089933,9.1,0.256,0.07,,0.58,3723,,-34.41,,2.12,65.286,-34.79,-28.56,-34.35,-29.37,-37.82,,,10.8871,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,0.043,192,1582,0.00974,,,5.47,,0.905,1306,-35.25,9.24,,0.84,12.846,,,,945,1.66957607,1.1,0.226,0,,1.04,3925,,-35.83,,2.07,57.467,-35.66,-28.59,-40.16,-27.54,-39.62,,,,,,,,,,,,,,,,,-24.1054,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,0.051,650,1484,0.03334,,,5.56,,1.075,1225,-35.76,9.19,,0.51,12.4556,,,,923,0.46227701,2.2,0.303,0.13,,1.32,2486,,-37.04,,2.22,74.955,-35.72,-29.1,-34.43,-28.01,-37.95,,,,,,,,,,,,,,,-28.23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,0.048,720,1463,0.02267,,,5.6,,0.887,1371,-35.02,9.65,,0.69,12.7216,,,,946,0.46225617,1.6,0.291,0.06,,0.87,3638,,-36.21,,2.24,73.368,-35.67,-29.1,-37.64,-27.26,-34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,0.067,610,1162,0.01495,,,5.12,,1.181,671,-35.45,10.4,,0.51,13.8276,,,,979,0.59859453,0.8,0.185,0.15,,0.55,3757,,-35.16,,2.24,67.75,-36.49,-29.1,-37.29,-30.04,-40.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,5,,,-27.65,5
1059,0.032,648,892,0.03911,,,5.13,,1.261,656,-36.24,8.91,,0.58,13.3859,,,,622,0.5985744,0.8,0.247,0.28,,0.61,3899,,-35.05,,2.31,64.222,-35.06,-28.69,-34.8,-30.39,-37.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.84,25,,,,,,,,,,,,
1060,0.066,691,1328,0.03634,,,5.69,,1.64,759,-35.9,10.13,,0.51,11.2365,,,,616,0.4937725,0.7,0.191,0.15,,0.9,4853,,-35.92,,2.02,62.04,-35.62,-28.45,-38.86,-28.57,-39.84,,,,,,,,,,,,,,,,,,,,,7.6362,4.69388,,,,,,,,,475,16.4578571429,,,,,1.108,9.9,,,,,,,,
1061,0.078,1223,1577,0.10779,,,5.61,,1.128,870,-34.99,9.78,,0.69,13.7599,,,,1138,1.15404006,1.3,0.288,0.21,,0.9,3456,,-36.48,,2.28,62.318,-36.23,-28.45,-36.57,-27.56,-37.12,,,,,,,,,,,,,,,-28.57,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,0.067,1147,932,0.02864,,,5.51,,1.109,814,-32.92,9.75,,0.51,15.7443,,,,1054,0.40404759,2,0.212,0.17,,0.88,3871,,-36.51,,2.59,62.182,-35.96,-28.58,-36.22,-28.68,-38.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.35504886,2.8,,,,,,
1063,0.211,1255,959,0.03917,,,5.73,,1.36,704,-35.5,9.34,,0.43,12.813,,,,811,0.50379094,1.6,0.326,0.2,,0.74,4435,,-36.18,,3.36,62.609,-36.13,-29.08,-37.45,-27.47,-39.76,,,10.1984,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,5.5,,,-28.09,5
1064,0.083,1477,1212,0.05819,,,5.29,,0.724,884,-36.37,9.64,,0.48,11.5275,,,,781,0.60352762,2.3,0.235,0.21,,0.56,4227,,-35.9,,2.14,61.722,-36.32,-29.08,-39.28,-27.73,-39.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,0.083,1404,591,0.02718,,,4.76,,1.244,560,-35.33,9.33,,0.64,13.4552,,,,853,0.66663593,3.3,0.285,0.24,,0.49,3666,,-35.7,,2.08,64.615,-35.26,-29.08,-38.29,-27.7,-38.73,3.4582949468,30,,,,,,,,,,,-0.618,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,0.033,1659,1107,0.03901,,,4.88,,1.23,969,-34.37,8.98,,0.51,14.1119,,,,678,0.62999052,4.2,0.247,-0.04,,0.98,4937,,-36.77,,2.55,63.9,-34.91,-28.57,-37.24,-27.8,-37.77,,,,,,,,,,,,,,,-28.61,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,0.071,1414,1047,0.02014,,,5.01,,1.131,706,-33.68,8.7,,0.53,12.5388,,,,852,1.33319321,0.8,0.332,-0.02,,1.3,4222,,-37.93,,2.09,64.538,-34.58,-28.45,-37.62,-28.23,-40.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,0.045,614,911,0.0673,,,5.11,,0.861,499,-35.27,7.58,,0.43,12.873,,,,644,0.49866158,1,0.303,0.03,,0.9,3479,,-39.17,,2.13,60.32,-34.67,-28.45,-37.58,-28.86,-36.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.1,5
1069,0.071,661,953,0.02135,,,5.1,,0.93,488,-35.57,8.04,,0.56,12.8963,,,,1229,0.49864493,0.3,0.317,0.2,,0.39,3916,,-39.71,,2.19,62.647,-34.83,-28.47,-35.4,-27.71,-36.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,5.5,,,,
1070,0.028,886,1010,0.02131,,,5.34,,0.943,437,-34.29,8.56,,0.43,14.007,,,,1472,0.73472154,0.9,0.265,0.2,,0.88,4507,,-38.7,,2.16,64.409,-35.38,-28.49,-35.59,-29.94,-38.58,,,,,,,,,,,,,,,,,,,,,,,30.1769,3.429925,,,,,,,,,,,,,1.108,9.9,,,,,,,,
